Instance,Publication,Group,Date,Average_0Scale,Average_0Scale_Corrected
NA19209.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19210.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19213.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19214.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19222.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19223.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19225.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19235.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19236.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19238.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19239.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19240.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19247.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19248.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19256.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19257.SG,1KGPhase3,YRI.SG,present,1950,NA
NA19307.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19308.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19309.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19310.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19311.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19312.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19313.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19314.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19315.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19316.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19317.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19318.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19319.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19320.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19321.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19323.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19324.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19327.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19328.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19331.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19332.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19334.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19338.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19346.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19347.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19350.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19351.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19355.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19360.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19372.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19374.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19375.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19376.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19377.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19378.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19379.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19380.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19383.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19384.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19385.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19390.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19391.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19393.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19394.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19395.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19397.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19399.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19401.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19403.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19404.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19428.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19429.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19430.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19431.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19434.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19435.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19436.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19437.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19438.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19439.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19440.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19443.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19445.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19446.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19448.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19449.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19451.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19452.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19454.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19455.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19456.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19457.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19461.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19462.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19463.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19466.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19467.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19468.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19471.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19472.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19473.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19474.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19475.SG,1KGPhase3,LWK.SG,present,1950,NA
NA19625.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19648.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19649.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19651.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19652.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19654.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19655.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19657.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19658.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19660.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19661.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19663.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19664.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19669.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19670.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19675.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19676.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19678.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19679.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19681.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19682.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19684.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19685.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19700.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19701.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19703.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19704.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19707.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19711.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19712.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19713.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19716.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19717.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19719.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19720.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19722.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19723.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19725.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19726.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19728.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19729.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19731.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19732.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19734.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19735.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19740.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19741.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19746.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19747.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19749.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19750.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19752.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19755.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19756.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19758.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19759.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19761.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19762.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19764.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19770.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19771.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19773.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19774.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19776.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19777.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19779.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19780.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19782.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19783.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19785.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19786.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19788.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19789.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19792.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19794.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19795.SG,1KGPhase3,MXL.SG,present,1950,NA
NA19818.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19819.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19834.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19835.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19900.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19901.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19904.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19908.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19909.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19913.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19914.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19916.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19917.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19920.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19921.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19922.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19923.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19982.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19984.SG,1KGPhase3,ASW.SG,present,1950,NA
NA19985.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20126.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20127.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20274.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20276.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20278.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20281.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20282.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20287.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20289.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20291.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20294.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20296.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20298.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20299.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20314.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20317.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20318.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20320.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20321.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20322.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20332.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20334.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20336.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20339.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20340.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20341.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20342.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20344.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20346.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20348.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20351.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20355.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20356.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20357.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20359.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20362.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20412.SG,1KGPhase3,ASW.SG,present,1950,NA
NA20502.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20503.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20504.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20505.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20506.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20507.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20508.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20509.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20510.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20511.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20512.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20513.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20514.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20515.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20516.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20517.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20518.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20519.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20520.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20521.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20522.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20524.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20525.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20526.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20527.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20528.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20529.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20530.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20531.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20532.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20533.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20534.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20535.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20536.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20538.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20539.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20540.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20541.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20542.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20543.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20544.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20581.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20582.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20585.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20586.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20587.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20588.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20589.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20752.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20753.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20754.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20755.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20756.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20757.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20758.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20759.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20760.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20761.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20762.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20763.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20764.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20765.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20766.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20767.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20768.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20769.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20770.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20771.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20772.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20773.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20774.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20775.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20778.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20783.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20785.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20786.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20787.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20790.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20792.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20795.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20796.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20797.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20798.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20799.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20800.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20801.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20802.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20803.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20804.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20805.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20806.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20807.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20808.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20809.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20810.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20811.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20812.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20813.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20814.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20815.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20818.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20819.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20821.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20822.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20826.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20827.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20828.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20832.SG,1KGPhase3,TSI.SG,present,1950,NA
NA20845.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20846.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20847.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20849.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20850.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20851.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20852.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20853.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20854.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20856.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20858.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20859.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20861.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20862.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20863.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20864.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20866.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20867.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20868.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20869.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20870.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20871.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20872.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20874.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20875.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20876.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20877.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20878.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20881.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20882.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20884.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20885.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20886.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20887.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20888.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20889.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20890.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20891.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20892.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20893.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20894.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20895.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20896.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20897.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20898.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20899.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20900.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20901.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20902.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20903.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20904.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20905.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20906.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20908.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20910.SG,1KGPhase3,GIH.SG,present,1950,NA
NA20911.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21086.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21087.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21088.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21089.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21090.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21091.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21092.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21093.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21094.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21095.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21097.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21098.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21099.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21100.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21101.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21102.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21103.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21104.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21105.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21106.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21107.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21108.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21109.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21110.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21111.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21112.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21113.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21114.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21115.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21116.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21117.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21118.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21119.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21120.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21122.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21123.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21124.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21125.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21126.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21127.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21128.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21129.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21130.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21133.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21135.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21137.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21141.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21142.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21143.SG,1KGPhase3,GIH.SG,present,1950,NA
NA21144.SG,1KGPhase3,GIH.SG,present,1950,NA
mondal_BIR-08.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-11.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-12.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
